business_name,search_category,primary_category,all_categories,pincode,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at,s_no
Rajveer Milk Processing Plant Keligavhan,Dairy and Milk Parlour,Dairy Products Supplier,"Dairy Products Supplier, Milk delivery service",431214,N/A,N/A,5.0,,"Rajveer milk processing plant, TQ, behind Z P school, kranti nagar, Keligavan, Badnapur, Maharashtra 431202",kranti nagar,19.9088064,75.7732887,ChIJGzl34ItT2jsRBd-tEBvdrwU,https://www.google.com/maps/place/?q=place_id:ChIJGzl34ItT2jsRBd-tEBvdrwU,part_072,2026-09-19 05:52:59,1
Riyansh milk dairy & daily needs,Dairy and Milk Parlour,Milk delivery service,Milk delivery service,431214,N/A,N/A,5.0,,"RVMG+CJG, Shiv Nagar, Kanchan Nagar, Bhagya Nagar, Jalna, Maharashtra 431213","Shiv Nagar, Kanchan Nagar, Bhagya Nagar",19.8335603,75.8765777,ChIJI0ba5dJX2jsRhIRkXx27T24,https://www.google.com/maps/place/?q=place_id:ChIJI0ba5dJX2jsRhIRkXx27T24,part_072,2026-09-19 05:52:59,2
SOMESHWAR DAIRY,Dairy and Milk Parlour,Dairy store,Dairy store,431214,+91 70583 76777,http://someshwardairy.com/,3.6,,"Shop No 01, Ambad Rd, near M Mart, opp. Hotel Ashoka Sahayok Nagar, Uday Nagar, Jalna, Maharashtra 431213",Uday Nagar,19.822912199999998,75.8776006,ChIJPRJTaAtX2jsR0KbapdRaxbo,https://www.google.com/maps/place/?q=place_id:ChIJPRJTaAtX2jsR0KbapdRaxbo,part_072,2026-09-19 05:52:59,3
Shubham Ice Cream & Mastani parlor,Dairy and Milk Parlour,Ice cream shop,"Ice cream shop, Wholesaler",431214,+91 90114 94224,https://shubham-distributors.ueniweb.com/?utm_campaign=gmb,4.7,,"Bhavsar Galli, Chate Lane, Dhangarpura, Jalna, Maharashtra 431203","Chate Lane, Dhangarpura",19.8482375,75.90281639999999,ChIJr3joM_1Z2jsRHrR2Duxz53M,https://www.google.com/maps/place/?q=place_id:ChIJr3joM_1Z2jsRHrR2Duxz53M,part_072,2026-09-19 05:52:59,4
Chaitanya Milk,Dairy and Milk Parlour,Dairy farm,Dairy farm,431214,+91 75880 24330,N/A,4.1,,"Chaitanya chilling plant, Nagar, Manmad Road, Shetewadi Dist:Ahmednagar, Taluka:Rahuri, Deolali Pravara, Maharashtra 413706",Shetewadi Dist:Ahmednagar,19.4557322,74.634339,ChIJJ6Mhh4uS3DsRGd-Wloyr0xA,https://www.google.com/maps/place/?q=place_id:ChIJJ6Mhh4uS3DsRGd-Wloyr0xA,part_072,2026-09-19 05:52:59,5
Suraj Madan-Patil's FARMHOUSE.,Dairy and Milk Parlour,Dairy farm,Dairy farm,431214,N/A,N/A,4.1,,"WQ9C+55G, Jalna, Keligavan, Maharashtra 431202",431214,19.917933899999998,75.77045869999999,ChIJX1PjxYJT2jsRnEBchsCT8YI,https://www.google.com/maps/place/?q=place_id:ChIJX1PjxYJT2jsRnEBchsCT8YI,part_072,2026-09-19 05:52:59,6
DISHA DAIRY,Dairy and Milk Parlour,Grocery store,Grocery store,431214,N/A,N/A,5.0,,"maratha building, Naya Bazar, Dhangarpura, Jalna, Maharashtra 431203","Naya Bazar, Dhangarpura",19.848962999999998,75.9005394,ChIJ6TRICjNZ2jsROVUKNvLF9_o,https://www.google.com/maps/place/?q=place_id:ChIJ6TRICjNZ2jsROVUKNvLF9_o,part_072,2026-09-19 05:52:59,7
INDIAN MILK PARLOUR (DAIRY STOR),Dairy and Milk Parlour,Milk delivery service,Milk delivery service,431214,N/A,N/A,,,"R7G8+P32, Sevali, Maharashtra 431214",431214,19.8267702,76.26514689999999,ChIJDfvrdQBj2jsREWJAohUM_FY,https://www.google.com/maps/place/?q=place_id:ChIJDfvrdQBj2jsREWJAohUM_FY,part_072,2026-09-19 05:52:59,8
Saiee Organic Dairy (A2) Gir cow milk.,Dairy and Milk Parlour,Dairy,Dairy,431214,N/A,N/A,4.9,23.0,"Muktainagar, Jalgaon, Maharashtra 425001",Muktainagar,21.0166364,75.5458459,ChIJm8hrrCoP2TsRptdW2Re_Nt4,https://www.google.com/maps/place/?q=place_id:ChIJm8hrrCoP2TsRptdW2Re_Nt4,part_072,2026-09-19 05:53:00,9
Bapu Dairy,Dairy and Milk Parlour,Dairy store,"Dairy store, Dairy farm",431214,N/A,N/A,4.3,136.0,"MH SH 4, Yawal Rd, near Pankach Stop, Sanjivani Nagar, Chopda, Maharashtra 425107",Sanjivani Nagar,21.241388699999998,75.3025598,ChIJKapa1M3f2DsRAESj9U0-k2c,https://www.google.com/maps/place/?q=place_id:ChIJKapa1M3f2DsRAESj9U0-k2c,part_072,2026-09-19 05:53:00,10
