business_name,search_category,primary_category,all_categories,pincode,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at,s_no
Nageshwar Dairy Farm,Dairy and Milk Parlour,Dairy farm,"Dairy farm, Dairy store",425410,N/A,N/A,4.9,22.0,"At, near Durga Mata Temple, Pingane, Shahada, Maharashtra 425409",425410,21.5447654,74.4572896,ChIJ_01TnLJt3zsRLMi566S9kdY,https://www.google.com/maps/place/?q=place_id:ChIJ_01TnLJt3zsRLMi566S9kdY,part_071,2026-09-19 05:52:58,1
Amrut Dhenu,Dairy and Milk Parlour,Dairy farm,Dairy farm,425410,+91 89998 00997,N/A,5.0,2.0,"Sai Siddhi Organic Farm, Opp Z P School - Village - Shirud Digar Tal - Shahada, Dist - Nandurbar, Shahada, Maharashtra 425409",Kukdel,21.546916,74.4664082,ChIJOz4JXPZs3zsRigYEl8JRDDQ,https://www.google.com/maps/place/?q=place_id:ChIJOz4JXPZs3zsRigYEl8JRDDQ,part_071,2026-09-19 05:52:58,2
greenvalley organic nd dairy farm,Dairy and Milk Parlour,Dairy farm,Dairy farm,425410,+91 99220 68686,N/A,4.2,20.0,"97Q5+9W4, Arihant Nagar, Nandurbar, Maharashtra 425412",Arihant Nagar,21.3883962,74.2598168,ChIJw1dxpYAJ3zsR0dk0Kd7ItmI,https://www.google.com/maps/place/?q=place_id:ChIJw1dxpYAJ3zsR0dk0Kd7ItmI,part_071,2026-09-19 05:52:58,3
Rahul Sonawane Kesartar Dairy Farm,Dairy and Milk Parlour,Dairy farm,Dairy farm,425410,+91 80875 12922,N/A,3.6,7.0,"96FP+5MP, Viral Vihar, Nandurbar, Maharashtra 425412",Viral Vihar,21.372951699999998,74.23670969999999,ChIJDxFTz-0J3zsRQnD2O_cJf5U,https://www.google.com/maps/place/?q=place_id:ChIJDxFTz-0J3zsRQnD2O_cJf5U,part_071,2026-09-19 05:52:58,4
Nand Dairy,Dairy and Milk Parlour,Dairy store,"Dairy store, Bakery and Cake Shop, Sweet shop, Ice cream shop, Milk delivery service, Soft drinks shop",425410,+91 90990 49902,N/A,,,"962V+H7J, Kokni Hill, Dudhale Shivar, Dudhale, Maharashtra 425412","Kokni Hill, Dudhale Shivar",21.3514685,74.2431532,ChIJ6TOGijEJ3zsR3MpnVIlTqBs,https://www.google.com/maps/place/?q=place_id:ChIJ6TOGijEJ3zsR3MpnVIlTqBs,part_071,2026-09-19 05:52:58,5
Vikas Dugdhalay,Dairy and Milk Parlour,Dairy store,Dairy store,425410,+91 83808 70714,N/A,,,"1, Korit Rd, Datta Nagar, Darmaraj Nagar, Nandurbar, Maharashtra 425412","Datta Nagar, Darmaraj Nagar",21.380308799999998,74.2451346,ChIJSSP7yiIJ3zsRMmzznb1PfJs,https://www.google.com/maps/place/?q=place_id:ChIJSSP7yiIJ3zsRMmzznb1PfJs,part_071,2026-09-19 05:52:58,6
Bharti Dughdhalay,Dairy and Milk Parlour,Store,Store,425410,+91 98224 25654,N/A,4.4,5.0,"Viral Vihar, Nandurbar, Maharashtra 425412",Viral Vihar,21.3719005,74.2420657,ChIJOxBtMZMJ3zsRbwojubB7DaY,https://www.google.com/maps/place/?q=place_id:ChIJOxBtMZMJ3zsRbwojubB7DaY,part_071,2026-09-19 05:52:59,7
Bhajanlal Dairy Farm,Dairy and Milk Parlour,Dairy store,"Dairy store, Dairy farm",425410,+91 98333 66752,https://bhajanlaldairyfarm.com/,4.3,27533.0,"9WH2+H6C, Kaman Bhiwandi Rd, Chinchoti Naka, NH 48, Vasai-Virar, Maharashtra 421302",Chinchoti,19.38025,72.8986568,ChIJY7Z51Liu5zsRxfqV58WdtKw,https://www.google.com/maps/place/?q=place_id:ChIJY7Z51Liu5zsRxfqV58WdtKw,part_071,2026-09-19 05:52:59,8
Bhansali Shopee (Supermarket),Departmental Store,Grocery store,Grocery store,425410,+91 86988 77009,N/A,4.2,,"Bhansali Chowk, near hasti bank, Akkalkuva, Maharashtra 425415",425410,21.5543962,74.0173562,ChIJoRShT7KQ3zsRMQMUYS1DKhI,https://www.google.com/maps/place/?q=place_id:ChIJoRShT7KQ3zsRMQMUYS1DKhI,part_071,2026-09-19 05:52:58,9
Navjeevan Plus Super Shop,Departmental Store,Grocery store,Grocery store,425410,+91 78919 78920,N/A,4.1,,"Dongargaon Rd, near Dadawadi Near Rukhmini Hospital, Garib Nawaz Colony, Mahalaxmi Nagar, Shahada, Maharashtra 425409","Garib Nawaz Colony, Mahalaxmi Nagar",21.5486394,74.47953869999999,ChIJbzay0q9t3zsR48CSxvTHiRo,https://www.google.com/maps/place/?q=place_id:ChIJbzay0q9t3zsR48CSxvTHiRo,part_071,2026-09-19 05:52:58,10
Mabaneshwari General Store,Departmental Store,Grocery store,Grocery store,425410,+91 92843 12172,N/A,5.0,,"Shop No 01, Main Road, Sarangkheda, Maharashtra 425410",425410,21.4319849,74.5312306,ChIJrRmO0YwV3zsRSgHHwt99aRk,https://www.google.com/maps/place/?q=place_id:ChIJrRmO0YwV3zsRSgHHwt99aRk,part_071,2026-09-19 05:52:58,11
Suresh Super Shopee,Departmental Store,Grocery store,"Grocery store, Supermarket",425410,+91 98600 58644,N/A,4.1,,"GFWC+5M8, Vijay Nagar, Shahada, Maharashtra 425409",Vijay Nagar,21.545252899999998,74.4716493,ChIJFWO20fVs3zsRnzt5mjEXAec,https://www.google.com/maps/place/?q=place_id:ChIJFWO20fVs3zsRnzt5mjEXAec,part_071,2026-09-19 05:52:58,12
Agrawal super shop,Departmental Store,Supermarket,Supermarket,425410,+91 70203 71418,N/A,3.8,,"967X+3F9, Dhule Rd, near agrawal petrol pump, Ganesh Nagar, Sonabai Nagar, Nandurbar, Maharashtra 425412","Ganesh Nagar, Sonabai Nagar",21.3626577,74.248742,ChIJPwQyNh4J3zsRKOyue1lqSVM,https://www.google.com/maps/place/?q=place_id:ChIJPwQyNh4J3zsRKOyue1lqSVM,part_071,2026-09-19 05:52:58,13
Juthalal Amarchand Jain,Departmental Store,Grocery store,Grocery store,425410,+91 98502 22554,N/A,4.5,,"Hat Darwaja Gandhi Chowk, Maharashtra 425412",Viral Vihar,21.369839199999998,74.24055469999999,ChIJL5PIp-wJ3zsRE4J5mnj1Vuo,https://www.google.com/maps/place/?q=place_id:ChIJL5PIp-wJ3zsRE4J5mnj1Vuo,part_071,2026-09-19 05:52:58,14
sakri naka,Departmental Store,Supermarket,Supermarket,425410,N/A,N/A,4.4,,"964P+68J, Devmogra, Nandurbar, Maharashtra 425412",Devmogra,21.3555998,74.235772,ChIJM-8vGtsJ3zsRinUBAJRb07U,https://www.google.com/maps/place/?q=place_id:ChIJM-8vGtsJ3zsRinUBAJRb07U,part_071,2026-09-19 05:52:58,15
NANDURBAR MARKET,Departmental Store,Grocery store,Grocery store,425410,N/A,N/A,3.8,,"96CR+CHJ, MG Rd, Viral Vihar, Nandurbar, Maharashtra 425412",Viral Vihar,21.3710777,74.2414032,ChIJq4CmKmwJ3zsR1Ku8dB2WfPs,https://www.google.com/maps/place/?q=place_id:ChIJq4CmKmwJ3zsR1Ku8dB2WfPs,part_071,2026-09-19 05:52:58,16
vaishnavi provision,Departmental Store,Supermarket,Supermarket,425410,+91 83908 00624,N/A,3.8,,"9773+V4P, Nehru Nagar, Nandurbar, Maharashtra 425412",Nehru Nagar,21.3647205,74.25281609999999,ChIJO9a3Vr0J3zsR3CiaUKbDNH0,https://www.google.com/maps/place/?q=place_id:ChIJO9a3Vr0J3zsR3CiaUKbDNH0,part_071,2026-09-19 05:52:58,17
Ramdev Super Market,Departmental Store,Grocery store,Grocery store,425410,N/A,N/A,4.1,,"Lonkheda, Maharashtra 425409",425410,21.5670321,74.4842523,ChIJayTPiXJt3zsR27ysejmjMnE,https://www.google.com/maps/place/?q=place_id:ChIJayTPiXJt3zsR27ysejmjMnE,part_071,2026-09-19 05:52:58,18
Shiv kirana,Departmental Store,Grocery store,Grocery store,425410,N/A,N/A,4.0,,"CF2C+XXJ, Ghotane, Bahyane, Maharashtra 425411",425410,21.402466399999998,74.4723829,ChIJTxp7VQAR3zsRzXiwCtAPe8w,https://www.google.com/maps/place/?q=place_id:ChIJTxp7VQAR3zsRzXiwCtAPe8w,part_071,2026-09-19 05:52:58,19
Vijay Super Mall,Departmental Store,Shopping mall,Shopping mall,425410,+91 94227 86982,N/A,4.1,,"Shahada Rd, Talode Rural, Maharashtra 425413",425410,21.5628161,74.2140701,ChIJGbuRxwOe3zsRdBFysCpC5yc,https://www.google.com/maps/place/?q=place_id:ChIJGbuRxwOe3zsRdBFysCpC5yc,part_071,2026-09-19 05:52:58,20
